student_id,full_name,age,gender,city,email,group_id,enrollment_date,email_valid,instructor,course_id,course_name,category,difficulty_level,avg_grade,attendance_rate_pct,total_concepts,concepts_failed,avg_concept_score,concept_fail_pct,late_rate,avg_time_spent,total_submissions,total_events,total_video_seconds,passed
S0100,Sherif ElMasry,20,Female,Zagazig,sherif.elmasry@kayfa-student.io,G02,2025-12-12,True,Dr. Mona Saad,C001,Data Analytics Fundamentals,Analytics,Beginner,81.00909090909092,100.0,24,4,80.44583333333334,16.666666666666664,0.0,128.33333333333334,3,90,16809.0,True
S0101,Mostafa Kamel,22,Male,Tanta,mostafa.kamel@kayfa-student.io,G03,2025-12-13,True,Dr. Laila ElBaz,C002,Python Programming,Programming,Beginner,76.01818181818182,75.0,24,4,70.66250000000001,16.666666666666664,0.0,145.0,3,41,6683.0,True
S0102,Farida ElShafei,30,Female,Ismailia,farida.elshafei@kayfa-student.io,G02,2025-12-12,True,Dr. Mona Saad,C001,Data Analytics Fundamentals,Analytics,Beginner,68.42727272727274,100.0,24,10,63.012499999999996,41.66666666666667,0.3333333333333333,135.0,3,76,10291.0,True
S0103,Mariam Abdelaziz,20,Female,Port Said,mariam.abdelaziz@kayfa-student.io,G04,2025-12-02,True,Eng. Hossam Refaat,C002,Python Programming,Programming,Beginner,76.68181818181819,100.0,24,6,75.79166666666667,25.0,0.0,125.66666666666667,3,45,4860.0,True
S0104,Abdelrahman Awad,23,Male,Zagazig,abdelrahman.awad@kayfa-student.io,G02,2025-12-16,True,Dr. Mona Saad,C001,Data Analytics Fundamentals,Analytics,Beginner,81.2090909090909,75.0,24,1,80.60000000000001,4.166666666666666,0.3333333333333333,113.33333333333333,3,76,16960.0,True
S0105,Aya Mahmoud,20,Female,Cairo,aya.mahmoud@kayfa-student.io,G09,2025-12-09,True,Dr. Mona Saad,C006,Machine Learning Basics,Analytics,Advanced,71.62727272727273,75.0,24,4,70.95,16.666666666666664,0.3333333333333333,124.66666666666667,3,56,5436.0,True
S0106,Karim Soliman,19,Female,Fayoum,karim.soliman@kayfa-student.io,G07,2025-12-17,True,Eng. Hossam Refaat,C005,Digital Marketing,Business,Beginner,56.35454545454545,60.0,24,10,60.07083333333333,41.66666666666667,0.6666666666666666,142.0,3,72,10085.0,False
S0107,Jana Refaat,20,Female,Port Said,jana.refaat@kayfa-student.io,G03,2025-12-09,True,Dr. Laila ElBaz,C002,Python Programming,Programming,Beginner,67.85454545454546,100.0,24,6,67.40416666666667,25.0,0.6666666666666666,151.66666666666666,3,36,4241.0,True
S0108,Menna Soliman,23,Female,Zagazig,menna.soliman@kayfa-student.io,G09,2025-12-16,True,Dr. Mona Saad,C006,Machine Learning Basics,Analytics,Advanced,77.97272727272728,75.0,24,6,71.91666666666667,25.0,0.0,79.33333333333333,3,55,6376.0,True
S0109,Khaled Gamal,22,Female,Mansoura,khaled.gamal@kayfa-student.io,G04,2025-12-17,True,Eng. Hossam Refaat,C002,Python Programming,Programming,Beginner,75.5,75.0,24,3,70.96249999999999,12.5,0.3333333333333333,128.33333333333334,3,67,15849.0,True
S0110,Mona Shawky,22,Male,Fayoum,mona.shawky@kayfa-student.io,G08,2025-12-12,True,Dr. Laila ElBaz,C006,Machine Learning Basics,Analytics,Advanced,64.18181818181819,100.0,24,14,56.800000000000004,58.333333333333336,0.0,96.33333333333333,3,69,13624.0,True
S0111,Sherif ElGhandour,27,Female,Zagazig,sherif.elghandour@kayfa-student.io,G06,2025-12-04,True,Dr. Mona Saad,C004,UI/UX Design,Design,Beginner,73.72727272727273,100.0,24,1,76.70833333333333,4.166666666666666,0.0,87.0,3,77,20075.0,True
S0112,Salma Naguib,20,Male,Asyut,salma.naguib@kayfa-student.io,G05,2025-12-18,True,Eng. Khaled Adel,C003,Web Development,Programming,Intermediate,78.73636363636363,80.0,24,0,81.64583333333333,0.0,0.3333333333333333,122.66666666666667,3,60,13492.0,True
S0113,Sara Farouk,23,Male,Fayoum,sara.farouk@kayfa-student.io,G04,2025-12-02,True,Eng. Hossam Refaat,C002,Python Programming,Programming,Beginner,67.45454545454545,100.0,24,9,63.14166666666667,37.5,0.6666666666666666,107.33333333333333,3,63,8475.0,True
S0114,Mohamed Mahmoud,21,Female,Mansoura,mohamed.mahmoud@kayfa-student.io,G08,2025-12-09,True,Dr. Laila ElBaz,C006,Machine Learning Basics,Analytics,Advanced,83.15454545454546,75.0,24,2,82.34583333333333,8.333333333333332,0.3333333333333333,118.0,3,49,10599.0,True
S0115,Farida Halim,24,Female,Fayoum,farida.halim@kayfa-student.io,G07,2025-12-14,True,Eng. Hossam Refaat,C005,Digital Marketing,Business,Beginner,48.88181818181818,40.0,24,21,49.35,87.5,0.6666666666666666,94.66666666666667,3,56,9085.0,False
S0116,Nada Sultan,21,Female,Zagazig,nada.sultan@kayfa-student.io,G09,2025-12-11,True,Dr. Mona Saad,C006,Machine Learning Basics,Analytics,Advanced,78.51818181818182,50.0,24,1,79.60000000000001,4.166666666666666,0.3333333333333333,161.66666666666666,3,72,12031.0,True
S0117,Nour Ramadan,24,Male,Mansoura,nour.ramadan@kayfa-student.io,G08,2025-12-06,True,Dr. Laila ElBaz,C006,Machine Learning Basics,Analytics,Advanced,64.54545454545455,50.0,24,7,65.74583333333334,29.166666666666668,0.3333333333333333,141.33333333333334,3,51,8513.0,True
S0118,Ziad Kamel,19,Male,Mansoura,ziad.kamel@kayfa-student.io,G06,2025-12-03,True,Dr. Mona Saad,C004,UI/UX Design,Design,Beginner,71.2,100.0,24,3,73.94166666666666,12.5,0.3333333333333333,139.66666666666666,3,61,13833.0,True
S0119,Salma Sultan,20,Female,Giza,salma.sultan@kayfa-student.io,G04,2025-12-15,True,Eng. Hossam Refaat,C002,Python Programming,Programming,Beginner,84.13636363636364,50.0,24,2,84.10833333333333,8.333333333333332,0.0,111.66666666666667,3,90,16420.0,True
S0120,Aya ElSayed,20,Female,Cairo,aya.elsayed@kayfa-student.io,G04,2025-12-06,True,Eng. Hossam Refaat,C002,Python Programming,Programming,Beginner,54.42727272727273,100.0,24,12,54.791666666666664,50.0,0.3333333333333333,131.33333333333334,3,69,11674.0,False
S0121,Mahmoud Ibrahim,21,Female,Alexandria,mahmoud.ibrahim@kayfa-student.io,G09,2025-12-03,True,Dr. Mona Saad,C006,Machine Learning Basics,Analytics,Advanced,73.0909090909091,100.0,24,7,75.85416666666667,29.166666666666668,0.3333333333333333,113.0,3,84,17209.0,True
S0122,Ahmed ElShafei,24,Female,Fayoum,ahmed.elshafei@kayfa-student.io,G08,2025-12-03,True,Dr. Laila ElBaz,C006,Machine Learning Basics,Analytics,Advanced,66.94545454545454,75.0,24,6,66.06666666666666,25.0,0.6666666666666666,137.33333333333334,3,48,4822.0,True
S0123,Amr Ibrahim,25,Female,Fayoum,amr.ibrahim@kayfa-student.io,G08,2025-12-09,True,Dr. Laila ElBaz,C006,Machine Learning Basics,Analytics,Advanced,80.06363636363636,100.0,24,1,82.22083333333333,4.166666666666666,0.3333333333333333,105.0,3,74,9907.0,True
S0124,Dina Farouk,29,Male,Port Said,dina.farouk@kayfa-student.io,G02,2025-12-17,True,Dr. Mona Saad,C001,Data Analytics Fundamentals,Analytics,Beginner,73.61818181818181,100.0,24,4,70.175,16.666666666666664,0.0,99.0,3,86,20488.0,True
S0125,Abdelrahman Mansour,28,Male,Mansoura,abdelrahman.mansour@kayfa-student.io,G01,2025-12-04,True,Eng. Khaled Adel,C001,Data Analytics Fundamentals,Analytics,Beginner,78.10000000000001,100.0,24,1,79.7,4.166666666666666,0.0,114.33333333333333,3,80,13687.0,True
S0126,Sara Darwish,21,Male,Asyut,sara.darwish@kayfa-student.io,G02,2025-12-12,True,Dr. Mona Saad,C001,Data Analytics Fundamentals,Analytics,Beginner,73.10909090909091,100.0,24,7,67.26666666666667,29.166666666666668,1.0,118.33333333333333,3,45,5983.0,True
S0127,Laila Mansour,25,Female,Tanta,laila.mansour@kayfa-student.io,G07,2025-12-10,True,Eng. Hossam Refaat,C005,Digital Marketing,Business,Beginner,52.127272727272725,40.0,24,16,55.574999999999996,66.66666666666666,0.6666666666666666,131.0,3,30,4075.0,False
S0128,Karim Kamel,17,Male,Mansoura,karim.kamel@kayfa-student.io,G01,2025-12-13,True,Eng. Khaled Adel,C001,Data Analytics Fundamentals,Analytics,Beginner,73.25454545454545,50.0,24,3,72.825,12.5,0.3333333333333333,119.66666666666667,3,43,8167.0,True
S0129,Tarek Ramadan,21,Male,Asyut,tarek.ramadan@kayfa-student.io,G05,2025-12-14,True,Eng. Khaled Adel,C003,Web Development,Programming,Intermediate,74.24545454545455,100.0,24,3,76.82083333333334,12.5,0.6666666666666666,143.0,3,65,11048.0,True
S0130,Sara ElMasry,23,Female,Tanta,sara.elmasry@kayfa-student.io,G02,2025-12-04,True,Dr. Mona Saad,C001,Data Analytics Fundamentals,Analytics,Beginner,86.38181818181819,100.0,24,1,85.35416666666667,4.166666666666666,0.0,100.33333333333333,3,80,11771.0,True
S0131,Habiba ElBaz,22,Female,Giza,habiba.elbaz@kayfa-student.io,G01,2025-12-05,True,Eng. Khaled Adel,C001,Data Analytics Fundamentals,Analytics,Beginner,54.78181818181818,100.0,24,17,49.60833333333333,70.83333333333334,0.0,130.0,3,61,11075.0,False
S0132,Marwan Halim,23,Male,Ismailia,marwan.halim@kayfa-student.io,G04,2025-12-19,True,Eng. Hossam Refaat,C002,Python Programming,Programming,Beginner,74.7909090909091,50.0,24,8,70.41666666666667,33.33333333333333,0.3333333333333333,109.66666666666667,3,57,7106.0,True
S0133,Ali Gamal,21,Male,Giza,ali.gamal@kayfa-student.io,G02,2025-12-11,True,Dr. Mona Saad,C001,Data Analytics Fundamentals,Analytics,Beginner,66.73636363636363,100.0,24,7,67.13333333333334,29.166666666666668,0.0,99.66666666666667,3,69,13889.0,True
S0134,Farida Darwish,22,Female,Fayoum,farida.darwish@kayfa-student.io,G01,2025-12-04,True,Eng. Khaled Adel,C001,Data Analytics Fundamentals,Analytics,Beginner,70.32727272727273,100.0,24,5,71.38333333333334,20.833333333333336,0.3333333333333333,86.33333333333333,3,60,9266.0,True
S0135,Farida Elbaz,25,Female,Tanta,farida.elbaz@kayfa-student.io,G02,2025-12-10,True,Dr. Mona Saad,C001,Data Analytics Fundamentals,Analytics,Beginner,78.86363636363636,100.0,24,2,76.97083333333333,8.333333333333332,0.0,142.0,3,62,13911.0,True
S0136,Laila Mahmoud,18,Male,Ismailia,laila.mahmoud@kayfa-student.io,G09,2025-12-11,True,Dr. Mona Saad,C006,Machine Learning Basics,Analytics,Advanced,65.10000000000001,50.0,24,6,71.54166666666667,25.0,0.3333333333333333,121.66666666666667,3,58,6041.0,True
S0137,Mohamed Mahmoud,25,Male,Port Said,mohamed.mahmoud@kayfa-student.io,G06,2025-12-13,True,Dr. Mona Saad,C004,UI/UX Design,Design,Beginner,66.87272727272727,100.0,24,7,66.0125,29.166666666666668,0.0,131.33333333333334,3,53,10587.0,True
S0138,Salma ElShafei,21,Male,Alexandria,salma.elshafei@kayfa-student.io,G01,2025-12-20,True,Eng. Khaled Adel,C001,Data Analytics Fundamentals,Analytics,Beginner,81.63636363636364,50.0,24,2,77.30416666666666,8.333333333333332,0.0,143.66666666666666,3,73,9895.0,True
S0139,Laila Gamal,20,Male,Port Said,laila.gamal@kayfa-student.io,G08,2025-12-11,True,Dr. Laila ElBaz,C006,Machine Learning Basics,Analytics,Advanced,83.43636363636364,100.0,24,0,81.77083333333333,0.0,0.0,130.33333333333334,3,80,12057.0,True
S0140,Rowan Mahmoud,17,Female,Zagazig,rowan.mahmoud@kayfa-student.io,G07,2025-12-13,True,Eng. Hossam Refaat,C005,Digital Marketing,Business,Beginner,65.85454545454546,60.0,24,3,68.2375,12.5,0.0,109.33333333333333,3,42,3483.0,True
S0141,Karim Nasr,25,Male,Zagazig,karim.nasr@kayfa-student.io,G07,2025-12-07,True,Eng. Hossam Refaat,C005,Digital Marketing,Business,Beginner,67.23636363636363,100.0,24,6,70.45833333333333,25.0,0.3333333333333333,121.33333333333333,3,48,5071.0,True
S0142,Habiba Halim,17,Female,Asyut,habiba.halim@kayfa-student.io,G07,2025-12-14,True,Eng. Hossam Refaat,C005,Digital Marketing,Business,Beginner,54.17272727272727,60.0,24,15,56.225,62.5,0.6666666666666666,140.33333333333334,3,38,6335.0,False
S0143,Yasmin Gamal,19,Female,Giza,yasmin.gamal@kayfa-student.io,G01,2025-12-10,True,Eng. Khaled Adel,C001,Data Analytics Fundamentals,Analytics,Beginner,77.46363636363637,100.0,24,1,78.13333333333334,4.166666666666666,0.3333333333333333,123.33333333333333,3,54,8412.0,True
S0144,Ahmed Halim,23,Female,Ismailia,ahmed.halim@kayfa-student.io,G07,2025-12-18,True,Eng. Hossam Refaat,C005,Digital Marketing,Business,Beginner,67.54545454545455,80.0,24,3,71.85833333333333,12.5,0.3333333333333333,102.66666666666667,3,46,3581.0,True
S0145,Aya Darwish,19,Female,Fayoum,aya.darwish@kayfa-student.io,G01,2025-12-04,True,Eng. Khaled Adel,C001,Data Analytics Fundamentals,Analytics,Beginner,67.06363636363636,75.0,24,8,65.2,33.33333333333333,0.0,120.33333333333333,3,56,8704.0,True
S0146,Seif Saad,22,Female,Fayoum,seif.saad@kayfa-student.io,G01,2025-12-05,True,Eng. Khaled Adel,C001,Data Analytics Fundamentals,Analytics,Beginner,66.97272727272728,100.0,24,6,66.45,25.0,0.0,75.0,3,46,4407.0,True
S0147,Fady Awad,17,Male,Alexandria,fady.awad@kayfa-student.io,G08,2025-12-03,True,Dr. Laila ElBaz,C006,Machine Learning Basics,Analytics,Advanced,67.7090909090909,25.0,24,10,64.91666666666667,41.66666666666667,0.6666666666666666,115.0,3,35,3955.0,True
S0148,Seif Soliman,19,Male,Mansoura,seif.soliman@kayfa-student.io,G05,2025-12-12,True,Eng. Khaled Adel,C003,Web Development,Programming,Intermediate,61.28181818181818,80.0,24,9,64.5625,37.5,0.0,74.66666666666667,3,63,9484.0,True
S0149,Mostafa Refaat,25,Male,Fayoum,mostafa.refaat@kayfa-student.io,G02,2025-12-10,True,Dr. Mona Saad,C001,Data Analytics Fundamentals,Analytics,Beginner,71.74545454545454,75.0,24,3,72.24583333333334,12.5,0.3333333333333333,119.0,3,62,14996.0,True
S0150,Salma Soliman,25,Female,Fayoum,salma.soliman@kayfa-student.io,G05,2025-12-11,True,Eng. Khaled Adel,C003,Web Development,Programming,Intermediate,74.55454545454546,60.0,24,3,79.09583333333333,12.5,0.0,132.66666666666666,3,75,11239.0,True
S0151,Ali AbdelHamid,18,Male,Port Said,ali.abdelhamid@kayfa-student.io,G04,2025-12-10,True,Eng. Hossam Refaat,C002,Python Programming,Programming,Beginner,81.65454545454546,100.0,24,3,81.3875,12.5,0.0,131.0,3,74,12410.0,True
S0152,Hassan Nasr,23,Male,Tanta,hassan.nasr@kayfa-student.io,G09,2025-12-15,True,Dr. Mona Saad,C006,Machine Learning Basics,Analytics,Advanced,66.30909090909091,50.0,24,12,62.4125,50.0,0.6666666666666666,150.0,3,61,10559.0,True
S0153,Malak Gamal,23,Male,Tanta,malak.gamal@kayfa-student.io,G07,2025-12-07,True,Eng. Hossam Refaat,C005,Digital Marketing,Business,Beginner,67.9090909090909,40.0,24,5,68.175,20.833333333333336,0.3333333333333333,149.0,3,47,6972.0,True
S0154,Marwan Halim,20,Female,Alexandria,marwan.halim@kayfa-student.io,G05,2025-12-17,True,Eng. Khaled Adel,C003,Web Development,Programming,Intermediate,79.34545454545454,80.0,24,0,80.62083333333334,0.0,0.6666666666666666,98.66666666666667,3,59,11051.0,True
S0155,Rana Shawky,26,Female,Fayoum,rana.shawky@kayfa-student.io,G08,2025-12-11,True,Dr. Laila ElBaz,C006,Machine Learning Basics,Analytics,Advanced,69.64545454545454,75.0,24,2,77.5625,8.333333333333332,0.3333333333333333,108.33333333333333,3,58,6136.0,True
S0156,Mariam ElShafei,24,Female,Mansoura,mariam.elshafei@kayfa-student.io,G06,2025-12-18,True,Dr. Mona Saad,C004,UI/UX Design,Design,Beginner,75.2,100.0,24,4,71.36666666666666,16.666666666666664,0.0,81.0,3,75,10775.0,True
S0157,Esraa ElBaz,23,Female,Ismailia,esraa.elbaz@kayfa-student.io,G07,2025-12-01,True,Eng. Hossam Refaat,C005,Digital Marketing,Business,Beginner,57.00909090909091,60.0,24,14,58.56666666666666,58.333333333333336,1.0,101.0,3,53,4682.0,False
S0158,Mahmoud Saad,26,Female,Giza,mahmoud.saad@kayfa-student.io,G03,2025-12-10,True,Dr. Laila ElBaz,C002,Python Programming,Programming,Beginner,78.39090909090909,75.0,24,3,77.9875,12.5,0.3333333333333333,61.666666666666664,3,69,12048.0,True
S0159,Menna Hassan,22,Male,Ismailia,menna.hassan@kayfa-student.io,G08,2025-12-02,True,Dr. Laila ElBaz,C006,Machine Learning Basics,Analytics,Advanced,71.61818181818181,100.0,24,1,73.1375,4.166666666666666,0.0,142.33333333333334,3,85,14954.0,True
S0160,Nour Shawky,20,Female,Giza,nour.shawky@kayfa-student.io,G03,2025-12-02,True,Dr. Laila ElBaz,C002,Python Programming,Programming,Beginner,65.46363636363637,100.0,24,7,68.81666666666666,29.166666666666668,0.6666666666666666,85.0,3,55,10244.0,True
S0161,Ziad AbdelHamid,22,Female,Fayoum,ziad.abdelhamid@kayfa-student.io,G06,2025-12-18,True,Dr. Mona Saad,C004,UI/UX Design,Design,Beginner,80.98181818181818,75.0,24,3,80.35000000000001,12.5,1.0,98.0,3,63,7675.0,True
S0162,Omar Ramadan,19,Female,Mansoura,omar.ramadan@kayfa-student.io,G09,2025-12-01,True,Dr. Mona Saad,C006,Machine Learning Basics,Analytics,Advanced,75.93636363636364,75.0,24,2,77.22916666666667,8.333333333333332,0.6666666666666666,66.66666666666667,3,54,8802.0,True
S0163,Karim Kamel,20,Female,Fayoum,karim.kamel@kayfa-student.io,G02,2025-12-09,True,Dr. Mona Saad,C001,Data Analytics Fundamentals,Analytics,Beginner,68.26363636363637,75.0,24,3,72.03333333333333,12.5,0.5,112.75,4,81,12640.0,True
S0164,Mohamed Ibrahim,17,Female,Cairo,mohamed.ibrahim@kayfa-student.io,G03,2025-12-14,True,Dr. Laila ElBaz,C002,Python Programming,Programming,Beginner,72.7090909090909,100.0,24,7,67.9375,29.166666666666668,0.3333333333333333,130.66666666666666,3,71,15937.0,True
S0165,Nada Saad,21,Male,Asyut,nada.saad@kayfa-student.io,G05,2025-12-08,True,Eng. Khaled Adel,C003,Web Development,Programming,Intermediate,88.60909090909091,100.0,24,0,90.51666666666667,0.0,0.3333333333333333,113.66666666666667,3,85,15539.0,True
S0166,Amr ElSayed,25,Male,Giza,amr.elsayed@kayfa-student.io,G07,2025-12-12,True,Eng. Hossam Refaat,C005,Digital Marketing,Business,Beginner,62.66363636363636,100.0,24,9,67.61666666666666,37.5,1.0,116.0,3,35,3793.0,True
S0167,Mariam Farouk,24,Male,Mansoura,mariam.farouk@kayfa-student.io,G07,2025-12-13,True,Eng. Hossam Refaat,C005,Digital Marketing,Business,Beginner,64.24545454545455,100.0,24,8,64.04166666666667,33.33333333333333,1.0,140.66666666666666,3,59,7124.0,True
S0168,Menna Gamal,17,Male,Fayoum,menna.gamal@kayfa-student.io,G08,2025-12-13,True,Dr. Laila ElBaz,C006,Machine Learning Basics,Analytics,Advanced,52.21818181818182,75.0,24,20,49.70416666666667,83.33333333333334,0.6666666666666666,144.33333333333334,3,66,6935.0,False
S0169,Tarek Mahmoud,25,Female,Zagazig,tarek.mahmoud@kayfa-student.io,G05,2025-12-14,True,Eng. Khaled Adel,C003,Web Development,Programming,Intermediate,65.69090909090909,100.0,24,6,70.90416666666667,25.0,0.3333333333333333,72.66666666666667,3,61,8887.0,True
S0170,Nada ElBaz,22,Female,Fayoum,nada.elbaz@kayfa-student.io,G05,2025-12-13,True,Eng. Khaled Adel,C003,Web Development,Programming,Intermediate,59.3,80.0,24,10,60.199999999999996,41.66666666666667,0.3333333333333333,125.33333333333333,3,65,7981.0,False
S0171,Mona Nasr,22,Female,Giza,mona.nasr@kayfa-student.io,G05,2025-12-04,True,Eng. Khaled Adel,C003,Web Development,Programming,Intermediate,64.78181818181818,80.0,24,11,60.69583333333333,45.83333333333333,0.6666666666666666,104.33333333333333,3,51,5525.0,True
S0172,Rana ElShafei,24,Female,Tanta,rana.elshafei@kayfa-student.io,G04,2025-12-08,True,Eng. Hossam Refaat,C002,Python Programming,Programming,Beginner,66.93636363636364,50.0,24,8,64.675,33.33333333333333,1.0,106.0,3,42,5903.0,True
S0173,Dina Gamal,19,Male,Port Said,dina.gamal@kayfa-student.io,G01,2025-12-20,True,Eng. Khaled Adel,C001,Data Analytics Fundamentals,Analytics,Beginner,69.33636363636364,60.0,24,6,67.2375,25.0,0.6666666666666666,131.33333333333334,3,47,8174.0,True
S0174,Rowan Habib,27,Female,Mansoura,rowan.habib@kayfa-student.io,G01,2025-12-19,True,Eng. Khaled Adel,C001,Data Analytics Fundamentals,Analytics,Beginner,66.25454545454545,100.0,24,9,61.833333333333336,37.5,0.6666666666666666,100.33333333333333,3,59,12947.0,True
S0175,Hossam Darwish,17,Female,Alexandria,hossam.darwish@kayfa-student.io,G06,2025-12-05,True,Dr. Mona Saad,C004,UI/UX Design,Design,Beginner,78.58181818181818,100.0,24,0,85.0625,0.0,0.0,74.66666666666667,3,84,13050.0,True
S0176,Mahmoud Mansour,23,Female,Cairo,mahmoud.mansour@kayfa-student.io,G02,2025-12-19,True,Dr. Mona Saad,C001,Data Analytics Fundamentals,Analytics,Beginner,74.8,50.0,24,1,78.0,4.166666666666666,0.3333333333333333,121.0,3,64,8397.0,True
S0177,Khaled Mansour,24,Female,Ismailia,khaled.mansour@kayfa-student.io,G06,2025-12-15,True,Dr. Mona Saad,C004,UI/UX Design,Design,Beginner,80.2090909090909,75.0,24,0,81.28333333333333,0.0,0.0,135.66666666666666,3,52,7818.0,True
S0178,Ziad ElGhandour,22,Female,Alexandria,ziad.elghandour@kayfa-student.io,G03,2025-12-05,True,Dr. Laila ElBaz,C002,Python Programming,Programming,Beginner,70.78181818181818,50.0,24,5,73.37083333333334,20.833333333333336,0.0,145.66666666666666,3,60,6919.0,True
S0179,Esraa Awad,17,Female,Zagazig,esraa.awad@kayfa-student.io,G05,2025-12-19,True,Eng. Khaled Adel,C003,Web Development,Programming,Intermediate,65.58181818181818,100.0,24,9,64.62916666666666,37.5,0.0,105.33333333333333,3,67,10390.0,True
S0180,Omar Saad,26,Male,Ismailia,omar.saad@kayfa-student.io,G02,2025-12-10,True,Dr. Mona Saad,C001,Data Analytics Fundamentals,Analytics,Beginner,71.0909090909091,75.0,24,4,72.96249999999999,16.666666666666664,0.3333333333333333,165.33333333333334,3,57,10343.0,True
S0181,Dina Hassan,19,Female,Asyut,dina.hassan@kayfa-student.io,G09,2025-12-08,True,Dr. Mona Saad,C006,Machine Learning Basics,Analytics,Advanced,62.345454545454544,100.0,24,10,62.07916666666667,41.66666666666667,0.0,162.33333333333334,3,55,11491.0,True
S0182,Nour ElShafei,17,Female,Zagazig,nour.elshafei@kayfa-student.io,G02,2025-12-10,True,Dr. Mona Saad,C001,Data Analytics Fundamentals,Analytics,Beginner,84.70909090909092,100.0,24,2,84.25416666666666,8.333333333333332,0.0,149.33333333333334,3,60,10877.0,True
S0183,Esraa Hassan,30,Female,Port Said,esraa.hassan@kayfa-student.io,G02,2025-12-14,True,Dr. Mona Saad,C001,Data Analytics Fundamentals,Analytics,Beginner,87.78181818181818,75.0,24,1,80.675,4.166666666666666,0.0,110.33333333333333,3,79,16719.0,True
S0184,Menna ElBaz,21,Female,Ismailia,menna.elbaz@kayfa-student.io,G04,2025-12-13,True,Eng. Hossam Refaat,C002,Python Programming,Programming,Beginner,73.85454545454546,25.0,24,4,75.67083333333333,16.666666666666664,0.6666666666666666,123.33333333333333,3,59,12473.0,True
S0185,Mahmoud Mansour,27,Female,Giza,mahmoud.mansour@kayfa-student.io,G02,2025-12-03,True,Dr. Mona Saad,C001,Data Analytics Fundamentals,Analytics,Beginner,77.72727272727273,75.0,24,2,76.60833333333333,8.333333333333332,0.6666666666666666,112.0,3,52,13124.0,True
S0186,Ziad Saad,24,Male,Fayoum,ziad.saad@kayfa-student.io,G02,2025-12-05,True,Dr. Mona Saad,C001,Data Analytics Fundamentals,Analytics,Beginner,79.89090909090909,75.0,24,2,79.39999999999999,8.333333333333332,0.3333333333333333,126.33333333333333,3,73,13080.0,True
S0187,Ziad Soliman,20,Male,Ismailia,ziad.soliman@kayfa-student.io,G06,2025-12-14,True,Dr. Mona Saad,C004,UI/UX Design,Design,Beginner,68.71818181818182,50.0,24,3,71.22083333333333,12.5,0.6666666666666666,122.33333333333333,3,66,9097.0,True
S0188,Sara Gamal,21,Male,Zagazig,sara.gamal@kayfa-student.io,G02,2025-12-17,True,Dr. Mona Saad,C001,Data Analytics Fundamentals,Analytics,Beginner,73.66363636363636,75.0,24,6,74.05,25.0,0.3333333333333333,115.0,3,83,14423.0,True
S0189,Mariam Nasr,19,Female,Giza,mariam.nasr@kayfa-student.io,G04,2025-12-09,True,Eng. Hossam Refaat,C002,Python Programming,Programming,Beginner,69.60000000000001,100.0,24,7,67.57083333333334,29.166666666666668,0.6666666666666666,76.33333333333333,3,53,8130.0,True
S0190,Rana Ibrahim,18,Female,Tanta,rana.ibrahim@kayfa-student.io,G06,2025-12-11,True,Dr. Mona Saad,C004,UI/UX Design,Design,Beginner,73.96363636363637,50.0,24,2,76.95,8.333333333333332,0.0,88.33333333333333,3,64,11348.0,True
S0191,Menna Mahmoud,17,Male,Port Said,menna.mahmoud@kayfa-student.io,G04,2025-12-20,True,Eng. Hossam Refaat,C002,Python Programming,Programming,Beginner,77.85454545454546,100.0,24,2,79.37083333333334,8.333333333333332,0.3333333333333333,77.33333333333333,3,60,10205.0,True
S0192,Hana Ramadan,19,Male,Port Said,hana.ramadan@kayfa-student.io,G01,2025-12-02,True,Eng. Khaled Adel,C001,Data Analytics Fundamentals,Analytics,Beginner,75.83636363636364,100.0,24,4,75.65833333333333,16.666666666666664,1.0,90.66666666666667,3,70,15858.0,True
S0193,Seif Fathy,19,Male,Mansoura,seif.fathy@kayfa-student.io,G04,2025-12-02,True,Eng. Hossam Refaat,C002,Python Programming,Programming,Beginner,79.99090909090908,100.0,24,2,74.62916666666666,8.333333333333332,0.3333333333333333,131.66666666666666,3,57,9187.0,True
S0194,Fady Hassan,22,Female,Alexandria,fady.hassan@kayfa-student.io,G06,2025-12-16,True,Dr. Mona Saad,C004,UI/UX Design,Design,Beginner,69.0,75.0,24,5,69.83749999999999,20.833333333333336,0.0,121.33333333333333,3,71,15081.0,True
S0195,Amr Abdelaziz,24,Male,Alexandria,amr.abdelaziz@kayfa-student.io,G03,2025-12-11,True,Dr. Laila ElBaz,C002,Python Programming,Programming,Beginner,69.12727272727273,100.0,24,4,72.02916666666667,16.666666666666664,0.3333333333333333,142.33333333333334,3,58,7397.0,True
S0196,Mariam ElShafei,24,Female,Cairo,mariam.elshafei@kayfa-student.io,G01,2025-12-08,True,Eng. Khaled Adel,C001,Data Analytics Fundamentals,Analytics,Beginner,69.4090909090909,100.0,24,6,71.27083333333333,25.0,0.0,87.0,3,65,10312.0,True
S0197,Hassan Sultan,20,Female,Asyut,hassan.sultan@kayfa-student.io,G03,2025-12-06,True,Dr. Laila ElBaz,C002,Python Programming,Programming,Beginner,72.11818181818181,75.0,24,4,69.17083333333333,16.666666666666664,0.0,119.66666666666667,3,68,12602.0,True
